content,score
"Jujur banget semenjak saya berlangganan ruang guru saya jadi makin rajin belajar, karena video tutor di ruang guru tuh dijelasin nya secara pelan pelan dan bertahap",5
ini sangat bagus karena aku dlu juara 6 di skolah sekarang juara 1 😍😍 aku seneng banget belajar ruang guru makasih udah menciptakan aplikasi ini 😍😍,5
"Alhamdulillah mulai paham dan lebih enaknya belajarnya,kak tolong juga dibantu yah saya mau dpt nilai yang lebih baik lagi karna insyaallah saya akan masuk stan",5
"Bagus dan lengkap sayangnya tidak semua fitur bisa diakses dengan mudah tanpa membayar. kalau punya kartu pip bisa gratis apa tidak min?.jika pendiri bisa berkoordinasi dengan Kemdikbud pasti bisa bebas mengakses app ruangguru menggunakan kartu PIP,ini sejalan dengan kata² yg dikeluarkan pak Nadiem Anwar Makarim tentang merdeka/kebebasan belajar di Indonesia.dengan kata lain (bayarnya dengan APBN)",5
Bagi yg sangat membutuhkan pengetahuan belajar dibidang akademik ayo bersama ruang guru,5
Ruang guru ini sangat bagus banget tapi aku nggak naik levelnya padahal duit aku udah banyak ruang guru itu ternyata jelek jangan pernah ruangguru dipakai Jangan juga bisa di-download Please jangan Aku udah kecewa,5
Kak apa gak ada yg langgana 3 bulan aja klok gak ada tolong di buati dong kak soal nya lagi musim kayak gini buat cari uang susah Terima kasih,1
Ini sangat menyenangkan dan bisa jadi motivasi untuk belajar yok download sekarang,5
"belajar di apk ruang guru tu seru banget apalagi video video ya itu kerean abisss dan selain ada video disana juga ada latihan soal , kuis dan bank soal jadi aku bisa asah kemampuan aku udah sampe mana. dan disana juga ada rangkuman serta robo guru jadi robo guru itu bisa bantu aku buat ngerjain pr trss di robo guru juga ada pembahasan soal ya juga.... pokok ya seru abis deh ditambah lagi nih ya ada teman belajarrr yang nemenin aku buat belajar di ruang guruu pokok ruang guru the best",5
Awalnya aku susah ngerti huruf aljabar alhamdulilah setelah pakai ruang guru aku bisa sedikit menghafal aljabar Terimakasih,5
Aaaaaa pertama mencobaa lngsng jatuh cintahh ma aplikasiii iniiii Alhamdullilahh berkat ruang guru nilai saya mulai berubahh yg tdinya di bawah kkm menjadi di atas kkm makasihhh ruangguruu❤,5
kak saya instal ulng appnya di hp saya yg baru dan saya sudah berlangganan tetapi saya lupa passwordny tapi saya ingat emailny itu gimana ya kak,5
Bagus apknya dan penjelasan nya gampang ngerti cuma menurut aku vidionya terlalu membosankan,5
anak saya kalo belajar susah tetapi melihat ruang guru menjadi semangat ... terima kasih ruang guru,5
Ini aplikasi hebat banget sumpah bisa buat aku pinter Dulu rangking 5 aku sekarang jadi rangking 3 dan 2 terimakasih Kak belva Dan kak iman dan terimakasih buat ruang Guru_,5
Belajarnya asik banget..bisa dilakukan disekolah pas guru tidak ada(jamkos) ataupun dirumah,5
kenapa kalau dibuka pelajaran nya nggak bisa padahal sinyal nya udah kencang banget kenapaya,2
"Saya sudah memberi lima bintang, tapi tolong diperbaiki masalah jaringan ya termakasih",5
Aplikasi belajarnya hebat dan mudah dimengerti pokoknya saya gak nyesel download dan langganan,5
"Wahhh bagusss bangettt,mudahh bngt untk di pahami, senang bisa belajar di ruang guruuu, terimakasihhhhh,jadiii semangat buat bljrrrr nyy✨✨",5
✥━━━━~•°•° Bagus aplikasinya aku yg tidak bisa pelajaran jadi terbantu dengan aplikasi ini terima kasih ruangguru ✥━━━━~•°•°,5
"Ruangguru sangat bermanfaat, tadinya saya sangat malas untuk belajar, alhamdulillah setelah orang tua sama mendaftarkan saya ke ruangguru, saya menjadi tidak malas lagi untuk belajar, terima kasih ruangguru, semoga vitur vitur videonya semakin menarik dan saya semakin semangat untuk belajar Aamiin..",5
"Assalamualaikum saya nurria ulfa telah mengikuti webinar dari prakerja gelombang 8 dengan klass "" cara asik menghasilkan uang dengan WhatsApp Business"" , untuk pembelajaran sangat mudah di pahami dan sangat bermanfaat ilmu yg di dpt terima kasih ruang guru",5
"semenjak saya pakai aplikasi ruang guru, alkhamdulillah nilai mata pelajaran saya meningkat, saya senang dan orang tua ku juga sangat bahagia.Terimakasih ruang guru semoga sukses selalu ya",5
"Keren banget sih, perusahaan startup yg terus berinovasi menyesuaikan kebutuhan saat ini 👏",5
Ass..tmn2 aku suka bangat aplikasi ruanguru ini!! tpi misalnya aku mau berlangganan aku sdh pencet tuh caranya ya berlangganan. dmn kita bayarnya ya??😓😭,2
"Aplikasi ajg.mau berlangganan kemaren katanya terakhir tgl 8-4-20 jdi y santai"" aj Bru tdi sore kisaran jam 3 transfer nya ee ternyata waktu di cek jam 5 sore paket ny hangus.katanya 8-4-20 jam 14:04 trakhir nya eh malah gni. Rugi besar dh tu uang harga nya 784.000 pkai kode diskon yg di beri KK si ruang guru lewat chat wa.sedih banget gue anjirrrrrrrrr.tu uang udh lama gue kumpulin ntuk aplikasi ini eh ternyata mlah gni air susu dibalas air tuba.😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",1
"Jelek , aku sudah berlangganan tapi kagak terbuka semua , mau nanya sama tentor haru pakai koin, semua nya terbatas",2
Saya Sebenernya Senang Berlangganan Di Ruang Guru Tapi Kenapa Saat Memutar Vidio Selalu Tidak Bisa Di Putar Hanya Bisa Latihan Topik Saja?,5
Wahh bagus bgt ruang guru aku suka dan vidio nya itu jelas jadi ngk bingung sekarang saya sdh bisa meringkas btw makasih y ruang guru(◍•ᴗ•◍)❤,5
aku tau kalau ruangguru itu bagus banget tapi gimana sih cara masuk ke ruangguru aku tu bingung banget gara2 tadi pas aku masuk katanya email aku enggak valid padahal itu kan email aku masa gak valid sih ??????????????????,3
Terikat kasih atas ruang guru dengan bimbel online ini saya lebih mudah mengerjakan dan saya manjadi lebih pintar thank you,5
"Harus di download nih, kalau gak nyesel deh. Terima kasih Ruangguru karena yang waktu itu aku gak ngerti bahkan aku malas banget baca buku sekarang semenjak ada Ruangguru saya sekarang jadi rajin baca dan ranking saya terus meningkat dari ranking 24, 19, 10 dan sekarang jadi rangking 8. Sekali lagi saya sangat berterima kasih sama Ruangguru 🤩",5
Pengalaman saya menggunakan metode pembelajaran pakai aplikasi ruang guru sanagatlah menguntungkan,5
Assalamualaikum Saya Mau Bertanya Kenapa Sesudah Update Pas Mau Nonton Video Ngelag Terus Padahal Koneksi Saya Bagus Sekali Tolong Diperbaiki,3
"thx y ruang guru,belajar ak jdi lebih seru dan nilai di sekolah suadah jauh meningkat.Bagi kalia yng belum langganan,langganan sekarang juga dijamin belajar kalian lebih seru dan mudah diingat,jdi tunggu ap lgi buruan langganan sekarang",5
"Saya harap Jurusan SMK nya di tambah lagi, Soalnya saya jurusan DPIB masih suka g ngerti sama pembahasan di sekolah... Itu aja sih, sisanya udh bgus bgt",4
sejak 2017 kami sdh inforkan ke siswa kami bahkan kami sudah minta siswa utk masuk ke ruangguru namun siswa kami ada yg tdk memiliki username mhn infonya,3
"tolong untuk roboguru jangan dibuat premium, susah diakses, jadi percuma sy berlangganan 3 tahun",1
Saya sangat menyukai apk ruang guru ini semenjak saya berlangganan nilai ujian saya jd bagus terimakasih ruang guru,5
"Kesini gegara habis liat coc 😭🙏 Tapi asli,ini membantu banget selain les secara offline,aku juga belajar tambahan dari aplikasi ini👍🏻✨",5
Haloo Aplikasi Ruangguru aku Dari akun tasya aku memakai aplikasi ini dari kls 5 sd semester 2 aku suka banget viltur bejalarnya dan waktu aku kls lima semester 1 aku nilainya turun pas aku memakai aplikasi ini alhamdulillah aku nilainya tinggi tadinya aku semester 1 aku mendapatkan rangking 7 alhamdulillah aku setelah memakai aplikasi ruang guru aku mendapatkan rangking 4 alhamdulillah aku bangga banget dengan adanya aplikasi ini terima kasih ruang guru,5
"Ruang guru sangat membantu peningkatan pembelajaran saya terlebih lagi ini saat masa pandemi, debest lh trs otak gw itu bknny bengek Krn bljr eh malah menggebu gebu buat bljr lg wkwk, tutor""ny jg baik"" aaaaaa ini pokokny apk bljr online plng debest gdk obatt!!! :)",5
aku suka ruangguru ini aplikasi terhebat kak kalau hp lama yang di situ ku daftarkan ruangguru. sekarang hpnya rusak gimana pindahin pelajarannya kak (mohon bantuannya) 😊😊,5
Terima kasih ruang guru brkat aplikasi ini sya bisa mandapatkan ilmu yg lebih luas lagi 😊😊😊,4
"Hallo saya senang belajar disini,Bagus bgt jugaaa,tapi plis aku mohon banget adain salah satu pembelajaran atau apalah yang ngajarnya Iqbaal ramadhan biar tambah semangattt:) plis ya kak *salam arin-8smp",5
Ruangguru adalah bimbel terbaik saya bisa mengerti semua penjelasannya pokoknya asik deh kalo belajar di ruangguru,5
Makasih ruang guru karna adanya apk ini saya sangat bersemangat belajarnya!!!,5
"Kenapa ruang guru gak bisa di buka ya pasti selalu ruang guru terhenti, mohon bantuannya ya soalnya udah 3minggu aku gak belajar di ruang guru",3
Gimana Mau belajar pembahasan nya ada gak ada yang Jelas Udah suruh bayar mending sekolah langsung Udah menjawab semua soal tapi kalo salah gak dikasih tau mana yang salah,1
"suka banget sama video videonya, benar benar bisa dipahami",5
"Hai Nama ku Adinda, aku suka sama aplikasi ini aku bisa belajar tanpa harus di berikan soal oleh guru ku, tapi kenapa pas abis aku jawab pertanyaan kan ada video ko videonya online ya?? Cuman mau tanya aj ya ka😉",4
tolong diperbaiki y masa sya belum pindah soal baru baca pindah soal ke yg lain sementara 3 bintang dulu nanti akan sya tambah,3
Beneran ga boong mantebb banget gampang di inget lagi..bakalan jadi pinter deh belajar di ruangguru... AYO DOWNLOAD SEKARANG The Bestt👍 Kaka kaka nya ramah ramah lagi.. Manteb deh pokok nya..,5
"APP Nya Bagus Banget,Pelajaran Yang Di Jelaskan Melalui Video Mudah Di Pahami,Dan Tapi Sayang Satu.. Aku Mau Tanya Pr,Trus Aku Nggak Ada Koin,Jadi Di Suruh Beli Koin.. Koin Itu Terlalu Mahal,Tapi ada Juga Tertulis DiSana Kalo Mau Dapetin Koin Pake Kode Refferal Teman,Tpi Aku Coba Nggak Bisa.. Katanya ""Kode Yang Anda Gunakan Tidak Valid"" Kenapa Ya Kak? Aku Lagi Butuh Banget Sekarang..",4
"halo nama aku kharisma aku aplikasi ruang guru memang hebat dulu aku rangking 4 dan sekarang setelah pakai ruang guru aku jadi juara1,dan nilai ku bagus semua terima kasih ruang guru,ruang guru adalah aplikasi belajar no1🤗🤗👍🏻👍🏻👍🏻👍🏻",5
"Ruang guru is the best,pasti kalian ga bakal kecewa deh download ruang guru, pembelajaran nya mudah di mengerti,sekarang juga pembelajarannya ada yang gratis lho ada 1😁.Dan kalian pasti bisa dapat nilai bagus di sekolah, pokoknya jangan pernah di remehin,coba aja kalau ruang guru gratis walau harus make kuota,terima kasih ruang guru,ada yang mau aku sampein nih,""Andai kan ruang guru gratis pasti dah banyak yang download,pasti temen2 aku pada mau download kalau gratis,di gratisin ya kakak😉""Tks.",5
Assalamualaiku ama saya haya wow...videooya bagus banya animasinya jadi saat matematika 5menit atau 3 menit aja aku udah ngerti mkasih RUANGGURU,5
Jadi semangat belajar karena animasinya menarik dan tidak buat bosan,5
"Bagus aplikasinya tapi menurutku lebih baikkalo di ruang ngajinya di tambah materi lain seperti tentang nabi, sunnah, nama nama sifat allah dan lain lainnya jangan cuma ngaji dan azan aja tapi di bahas juga kayak mapel lainnya terus coba collab sama yg pinter animasi",5
Aplikasi ini sangat berguna nilai matematikaku yang sebelumya 75dan setelah aku pake ruang guru nilai ku menjadi 90 terimakasih ruang guru,5
"ruangguru bantu aku bgt biasa mtk nilai aku 50,60 paling tinggi 68 tpi semenjak belajar di ruangguru nilai mtk aku 88,90,95,dan 100 trims ruangguru",5
Kak aku masih bingung cara pake nya paket Sbmptn. Aku beli paket sbmptn tp dimana ya paket nya?? Dan kok video nya gk bisa di putar padahal jaringan ku bagus,4
Tlg pihak ruang guru .saya sudah membayar dengan ckp mahal di brain academy .kesalahan di sharing soal lama kali dijawab gk bisa paling lama 5 jam apa .masa sampe 2 hari,2
saya memberikan 5 bintang karena saya suka dengan ruang guru ini karena bikin saya jadi pintar dan apa yg guru jelaskan di sekolah saya sudah mengerti duluan dari teman2 ku saya suka sekali dengan ruang guru ini,5
Maaf bisa gak kalo aplikasi ruang guru nya terhapus didonlot lagi gak perlu langganan,2
Hai ruang guru nama saya adenia ruang guru ini sangat membantu banget dan bergunaa setiap saya ada tugas saya minta bantuan ruang guru ternyata hawaban saya benar dan dapat seratus terusss makasih ya ruang guru,5
"Waktu Dulu Nilai saya Sangat Rendah , Tidak pernah Diatas KKM , tapi dengan Ruang Guru , Sekarang bisa 80 Ke atas , Terimakasih RUANG guru",5
abis belajar dari ruang guru lega rasanya daripada belajar di sekolah kaya biasa aja gitu ga ada wah nya wkwk XD,5
Ruang guru ini hebat saya bisa belajar walaupun kondisi covid 19 ya pokoknya gak nyesel belajar di ruang guru terimakasih ruang guru dan guru hebatnya,5
Aplikasi sangat bagus untuk murid yang sekarang belajar daring karena covid 19,5
"setelah aku les di ruangguru,yg dulu aku ranking 7 sekarang jadi ranking 3! yeayyy!!! terimakasih ruangguru😘💙",5
Bagus banget aplikasi ini karena membantu belajar aku jadi lebih mudah makasih ya tuangguru😁,5
Knp setiap mau daftar tdk bisa berikan info ya agar z tau belajar..pliss hanya Apk ini kami bisa belajar beri info ya,1
pertama kali lihat apk Ruang guru aku pikir ini cuma promosi semata. tapi pas aku iseng download apknya terus lihat video² yang free ternyata dengan apk ini mudah sekali memahami materi. dan akhirnya saya bersama orang tua saya sepakat berhenti ikut bimbel di luar rumah dan mencoba bimbel dengan ruang guru. terimakasih ruang guru,5
tp kak kok saya harus perbaharui sih kan saya memori saya penuh nanti klu saya update nanti berlangganan nya enggak berlaku,5
"Aplikasi bagus buat anak-anak yang males belajar,makasih ruangguru.",5
Terimakasih ruang guru.. Karena ruang guru saya kelas 1 SD saya mentok peringkat 11 Sekarang kelas 2 SD saya peringkat 4 Semoga semester 2 ini saya bisa peringkat 1 di kelas..,5
"Senang sekali menggunakan apk Ruang guru, gak nyesel saya download buat kalian jan lupa download ruang guru ya gaess sangat bermanfaat sekali",5
Ruang guru the best pokoknya aku udah langganan beberapa tahun dan nilai aku meningkat terus Thank you ruang guru ❣️,5
"assalamualaikum , nama saya indra saya baru ini memainkan aplikasih ruang guru karna dari teman teman saya ,dulunya saya berpikir apa iya ada belajar yang sangat baik, terpercaya ,kayak bimbel yang yang nyata , di handphone , saya tidak percaya dulunya , kemudian setelah teman teman saya membuktikan nya saya sangat ter kejut melihatnya , dan kemudian singkat cerita saya gunakan aplikasihnya ,setelah itu saya buka , wowoeiwiwiwowiwiwiwiwi, gak nyangka saya terkejut melihatnya, akhirnya saya pakek",5
"saya ingin downlod aplikasi ruang guru tapi saya SMK sedangkan di ruang guru tulisannya SMA,saya jadi bingung",4
Puas banget pakenya lengkap banget materi pelajarannya wah seru banget nih belajar di ruang guru ingat belajar di #ruangguru thanks ruang guru😘,5
"Hai,nama sya Novita Pramesti sya senang sekali dengan apk ruang guru karena fitur fiturnya keren dan cepat membantu sya memahami materi karena sebentar lagi sya akan PTS Sem 2 semoga bisa membantu anak² Indonesia dlm belajar Thank You RUANG GURU👍 Tetap jdi Ruang Guru yg hebat👍👍👍",5
berkat ruangguru nilai saya jadi bagus aslinya nilai saya rata rata46 sekarang nilai saya 100 semua dan saya mendapatkan juara1 saya dulu juara 3 sekarang alhamdulilla saya di beliin hp vivo v15 makasih ruangguru🙂🙂🙂,5
"Duluu kalo ngerjain latihan matematika aku paling lambat,,tapi setelah aku kenal ruangguru aku jadi lebih cepet dibandingkan dulu",3
Kak mohon maaf saya pendatang baru .Saya kls 11 Smk tpi saya pengen blajar di Ruang Guru saya disuruh Milih status saya sekarang di Ruangguru. Sebenarnya ak paling benci plajaran Mtk tpi saya pengen blajar Mungkin di Apk ini saya bisa berubah pengetahuan ny Dan bkn MTK aj tapi ingin blajar yg lain ny juga...,5
"Demi apa cuk, lebih ngerti diajarin master teacher di ruang guru dari pada diajarin guru sendiri di sekolah apalagi pas sekolah online. This app is my hero. Thanks",5
"halo ruang guru terimakasih . kelemahan saya adalah di pelajaran B.indo . b.indonesia saya dulu 60,75 sekarang jadi 85,100 terimakasih ruang guru😍😍❤️❤️",5
Aplikasi yang bagus dan menambah pengetahuan.jadi makin pinter...,5
"pura2 belajar di ruang guru,padahal buat maen game,nonton yg gtu2an..huhh kesampatan dah...teman saya jga gtu kbanyakn,bukan tambah pintar,mlah tambah bego semua,,hahaha ga papa lah yg penting bisa pegang hp...",1
Bisa belajar sambil main hp aku suka banget nilai aku di sekolah makin baik karena aku selalu belajar Makasih ruang guru I love Iqbal 💖❤️💖❤️,5
"Ini bagus banget bisa bikin nilai ku jadi makin naik yg dari 40,50,68 sekarang jadi 79,89,100 terima kasih ruang guru^^",5
Aplikasinya bagus banget ini saya kasih bintang lima makasih yg buat aplikasi ruang guru,5
Kenapa ya kalau mau lihat vidio fitur riwayat sesi lemot banget padahal jaringan udah lamcar,4
Riang guru muan........taab bener.gak nyesel deh punya aplikasi ruang guru.kalian wajib mencoba y ya!!!!,5
Ruangguru sangat menarik🥰 Seneng deh pakai aplikasi ini Materinya cpt dimengerti🖤 Sukses selalu untuk Ruangguru🥰🙏,5
Kenapa aku sudah beri satu bintang baru kenapa aku mau belajar lalu mau masuk di aplikasi ruangg guru tidak mau muncul pekajaran yang aku tetukan ya mohon bantu aku dong kak aku mohon 🙏🙏🙏,1
Untuk para pengguna ruang guru lebih baik kalian download apk BRAINLY aja karna apk nya bagus gratis pula untuk blajarnya ngak kaya ruang guru yg pelit bikin bangrut,1
"Makin keren aja Ruangguru. Aku langganan udah 2 tahun karena Ruuangguru ini lah aku bisa dapat ranking dan nilai ku selalu naik. Aku kasih saran aja nih, tambahin fitur rasionalisasi nilai rapor untuk kelas 12 yang mau daftar snmptn. Aku kan udah tamat hanya bisa kasih saran aja. Semangat belajarnya dengan Ruangguru, dapatkan diskon 62% dgn kode diskon RAIHIMPIAN",5
Ruang guru hanya mebimbing kita jadi pintar semua itu tergantung usaha kita,5
"hai temen2 namaku niken aku kelas 6 sd,oh ya ini hp bapakku.... semenjak pakai ruang guru nilai matematika ku naik derastis yang sebelumnya nilai ku kadang 50,60,30.. sekarang 90,95,bahkan 100 terimakasih ruang guru semoga jaya selalu 😊",5
aplikasi ini sangat membantu bru saja aku terima rapor alhamdulillah aku naik peringkat kelas.makasih ruang guru,5
Saya senang dapat belajar seperti ini dengan cara mudah Trimakasih ya Ruang Guru..... Ruang guru pling hebat,5
bagus aku mengerti dan ada flim nya juga loh bukan cuma belajar tp ada flim anak nya juga,5
Enak sekali gak usah pergi ke bimbel cukup bimbel online saja pakai ruang guru.👍,5
ruangguru sangat membantu saya selalu tonton vidio ruang guru sebelum sekolah setelah ada pelajaran nya saya jadi bisa mengerti pelajaran dan menjawab sosl dari guru,5
Aku suka sekali jadinnya aku naik kelas jadinya aku semangat belajar lagi pasti kalian semangat sekali belaja,5
Aplikasinya Seru bisa manambah wawasan kita Pokoknya download deh yang gak download bakal nyesel dah...,5
"Gak nyesel aku belajar di ruangguru, coba aja dari dulu aku download ruangguru pasti gak akan nyesel, pokoknya top lah buat ruangguru",5
aku sebenar nya aku belajar dari ruang guru dari kls 4 tapi pas kls 5 pas aku baru masuk email pas kls 5 nilai nya jlek karena di ruang guru harus langganan dan itu bayar aku juga kasian masa aku udh sklh ngaji bayar mahal masa aku haru les juga di bayar tolong ruang guru garatis kan plsss aku mau pinterr,4
Ruang guru sangat bagus karena dapat meningkatkan kecerdasan dan karena ruang guru ini nilai di kls 5 ku meningkat pada saat UAS minggu kemarin,5
"Tolong dong kak, kan aku langganan 1 tahun 6 bulan nah akhir-akhir ini jarang aku buka, tapi kok pas aku buka malah gak bisa ya semua materi terkunci mohon bantuannya segera soalnya mau PAS jadi mau mempersiapkan dari sekarang",4
"aku dulu males banget sama belajar, tapi pas uda tau ruangguru, belajarku sampe berjam jam penuh, nilaiku naik, dan ga ngebosenin",5
"Kenapa tidak ada video demo ?? Kalo nggak ngerti apa itu video demo, biar saya perjelas. Video demo = contoh video. Pelit banget sumpah , nontoh 1 video aja nggak boleh.",1
materinya mantap! mudah dipahami. ga ngebosenin juga.,5
Ruang guru harus nya itu gratis jadi bisa blajar semua tapi yang tidak punya uang untuk berlan g ganan kan kasihan,1
"Untuk ruang guru makasih banyak udah nemenin selama pandemi,berkat ruang guru awalnya aku tuh ga pernah masuk rangking sepuluh besar.Tapi setelah ikut ruang guru Alhamdulillah banget aku bisa meraih rengking ke dua 😊sekali lagi makasih ruang guru 😍😍👍👍👍",5
"MAKASIH RUANG GURU NILAIKU JADI MENINGKAT biologi ku dulu dr 55,60 skrg jadi 85, 90 mama papaku jadi gak marah lagi bisa belajar dimana aja gak bosen bosen juga di setiap vidio ada note2 yg gak dikasih tau sama guru di sekolah makasih ..",5
dengan adanya bimbel online ruang guru membuat anak saya semakin rajin belajarnya dan nilai pelajarannya pun meningkat,5
halo aplikasi ini bagus banget terima kasi ruang guru telah membuat aps ini.........ayo buruan donwload kalo ggk nyesel lo.....,5
"Dulu ulangan saya sering dibawah kkm tapi semenjak adanya ruang guru dan saya belajar bersama ruangguru jadi ulangan saya tidak dibawah kkm lagi, thank",5
"Min kenapa nih RG semenjak diperbarui kok kendala terus yah, keluar sendiri bahkan lagi serius"" Nya belajar tiba-tiba apl tidak menanggapi :')",5
Luar bisa ini tdk hanya untuk peserta didik namun mengedukasi guru jua dlm pembelajaran &kls,5
"Wah bener banget nih,aku tuh belajar sekitar 1 jam an,terus dikasih pertanyaan sama ibuk dan aku berhasil jawab.Dan lebih hebatnya aku bisa ringking 2 di kelas😍seneng dan bangga banget.Trimakasih ruangguru😙",5
"BAGUS BANGETT!!👍👍👍MANTULL MANTAP BETUL, aku bisa jadi paham materi yg pertama aku gak paham jadi paham banget, Alhamdulillah aku jd bisa menangkap materi yg sempat aku gak ikuti.. intinya RUANG GURU mantap betull👍👍",5
Buat materi kejuruan di SMK tkj tambah lagi dong jangan setengah² lah 🥺 ak dh langganan walaupun ak jurusan rpl tapi pengen bgt coba ruang guru :(.tapi ternyata materi kejuruan masih kurang lengkap 😏,3
aku suka banget sama aplikai ini bisa bantu aku buat pr dan kalo ada ujian aku langsung belajar di ruang guru dan karna aplikasih ruang guru aku jadi rengking 1 mm jadi sayang sama aku karna aku rengking 1 . berkat ruang guru aku jadi tenang . terimakasih ruang guru,5
"Saya lebih mudah faham menggunakan ruang guru... Kalo pake buku biasanya nggak faham faham trus semakin lama, nilaiku semakin meningkat #terimakasihruangguru#",5
"Wahhh aku gak nyangka bngt aku bisa keterima di SMKN favorit dengan jalur rapor unggulan, dulunya sebelum aku berlangganan di ruang guru nilai ku masih kurang nahh sekarang semenjak aku pakai Ruangguru nilai ku meningkat secara drastis, aku sangat berterima kasih bngt sama Ruangguru, Terima kasih ruangguru :)",5
"Saya sangat suka dengan aplikasi ruang guru ini. Tapi saya mau kasih saran waktu DI online,sebaiknya diberikan penjelasan atau pembahasan soal. Makasih...",4
"Berkat aplikasi ruang guru ini aku jadi sedikit mengerti tentang pelajaran yg diajarkan oleh guru melalui google classroom,,,,thank you ruang guru😘",5
Belajar di ruang guru membuat saya tidak malas lagi dulu saya orang pemalas belajar dan rengking sekolah saya hampir rengking ke terakhir akhirnya saya download aplikasi ruang guru aku jadi gkalas lagi belajar nya,2
Favorite banget fitur Roboguru disitu. Pinter bgt jawab soal soalnya. Cuma aku foto doang trs si Roboguru lngsng bisa jawab... 😱,5
Aku suka banget pembelajaran di ruang guru dan juga kita disuruh menjaga peliharaan kita jadi gak pernah lupa belajar thank you ruang guru🥰🥰🥰,5
Ruang guru memang ruang belajar yang fantasi karena guru guru nya membahas pelajaran yang saya mudah di fahami terus maju yah ruang guru😍😎,5
"Bagus banget sumpah sangat direkomendasikan buat yang masih sekolah, Tolong dong buat developer ruang guru ditambahin buat yang jurusan ""BAHASA""",5
Kok dipakai untuk youtube lancar buat mutar vidio di ruang guru aja ada tulisan periksa koneksi anda padahal sinyal full,1
"ka,maaf nie aku kasih bintang dua,aku cuma mau bilang bisa ngak itu langganan ruanggurunya di diskon lagi ya walaupun aku tau itu udah diskon gede2an tapi kan buat orang bawah kayak aku itu tetep masih mahal belum lagi orangtuaku ngak cuma sekolahin aku aku juga punya kakak yang masih sekolah,ya udah kk makasih ya...😔",2
omegat..... masa aku yang anaknya kalau ada guru mtk cuma ngangguk ngangguk doang sekarang malahan kalau disuruh ngerjain papan tulis selalu bisa dan dapat nilai. Thankyou Ruangguru,5
Sangaaaattttttt bagus dulu mtk rata rata 70 puluh sekarang 90 ke atas kerennn bnggtttttttttt thank you ruang guru,5
"dulu saya dapat nilai 50,60,70 semenjak ada ruang guru saya dapat nilai 90,100 terimakasih ruang guru",5
Sementara aku kasih bintang 4 dulu tidak banyak sih keluhan keluhan bukan di video belajar tapi di roboguru untuk pembahasan soal dan jawaban tidak selalu benar kadang ada yang ga nyambung dan juga 1 lagi untuk konsultan ruangguru saya di chat konsultan tanya tentang berlangganan saya asalnya tidak mau berlangganan ruangguru dengan alasan tidak memegang hp setiap hari hanya untuk mengerjakan tugas sekolah dan selesai trus dia bilang ruangguru bisa di leptop aku juga ga boleh cuman Sabtu Minggu,4
"aplikasi keren, yg bisa membanti belajar jadi nyaman",5
setelah memakai ruang guru aku langsung dapat nilai 100 padahal baru beberapa minggu udah dapat 100 dulu dapat nilai 60 sekarang 100,5
"ruang guru sangaaaatt bagus sekali dulu saya nilai matematika 75,76,78.tapi sekarang pas saya download apk ruang guru nilai saya 80,85;90.makasih ya ruang guru....",1
"Terimaksih😊ruang guru dulu saya peringkat paling terakhir😔 tapi banyak temen"" saya yang nyaranin bimbil online Di Ruangguru alhasil saya mulai mengerti pada pelajaran"" yang ada di Ruangguru mulai saat itu saya berusaha dan ihktiar istikomah belajar dan berdoa dan saya ""BERHASIL"" menjadi peringkat 1😉 #TERIMAKSIH_RUANGGURU@",5
Bagus banget membantu tapi suka banget ada yg wa atau telpon jadi nya aga risih,5
"Dari nilai mtk saya 30,70,80 sekarang jadi 90,95,bahkan nilai saya adalah nilai tertingi di kelas terima kasih ruang guru",5
Ruang guru itu sangat menarik video aminasinya jelas terus mudah di pahami,5
kenapa ruang guru saya tidak bisa di buka padahal waktunya 1 tahun lagi. uda saya coba berkali kali untuk buka tapi gak bisa ke buka,5
Jujur pengen banget belajar dan nyobain kuis nya tapi sayang nya harus bayar huhu :(,3
Ruang guru ini bagus sekali dan juga keren banget oh y perkenalkan saya nama saya andien di kota bekasi thenks y,5
Sangat membantu belajar materi nya sangat lengkap TOP BANGET 👍👍,5
Kode promo JADI JUARA kalau udah g berlaku ada pemberitahuan donk. Masak kode dimasukin bisa ternyata transaksi dibatalkan dan uang saya g balik.,1
kenapa ya latihan topiknya nggk bisa diulang ttud nilainya nggk keluar???,2
"Mudah di pahami dan banyak materi yang saya tidak ketahui, the best lah pokoknya",5
"Terima kasih ruang guru. Setelah saya menggunakan ruang guru saya menjadi lebih memahami materi, khususnya untuk UN nanti... Terima kasih banyak Ruang Guru",5
belajar dari awal lagi malah tambah asik gak perlu deg deg kan diliatin guru karena salah melulu (walopun udah tua saya masih kuliah loh),5
Suka bangeett pake apk ini😁belajar jadi gak mobal lagi🤣mapel yg di buku ada berlembar² halaman cuma jadi satu video aja😍,5
"Hai! Apa saja yang didapat jika berlangganan paket ruangguru? Tolong jelaskan perbedaan nya! Dan jangan lupa gunakan kode aku ya teman teman! Untuk dapat diskon 40% kodenya RHYANDAGHSQBE, jika sudah dibalas akan ditambah Bintang nya!",5
